money,time,percentage_change,direction,streak,money_lag1,streak_lag1,money_lag2,streak_lag2,money_lag3,streak_lag3,money_lag4,streak_lag4,money_lag5,streak_lag5,rolling_mean_5,rolling_std_5,rolling_min_5,rolling_max_5
17,2026-06-17 23:04:37,13.33,-1.0,2.0,15.0,1.0,14.0,-3.0,15.0,-2.0,17.0,-1.0,18.0,0.0,15.6,1.3416407864998725,14.0,17.0
15,2026-06-17 23:06:37,0.0,-1.0,0.0,15.0,-1.0,17.0,2.0,15.0,1.0,14.0,-3.0,15.0,-2.0,15.2,1.0954451150103295,14.0,17.0
13,2026-06-17 23:08:37,0.0,1.0,0.0,13.0,-1.0,15.0,0.0,15.0,-1.0,17.0,2.0,15.0,1.0,14.6,1.673320053068148,13.0,17.0
15,2026-06-17 23:12:37,0.0,1.0,0.0,15.0,0.0,15.0,0.0,15.0,1.0,13.0,0.0,13.0,-1.0,14.6,0.8944271909999101,13.0,15.0
16,2026-06-17 23:15:37,0.0,-1.0,0.0,16.0,0.0,16.0,1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.6,0.5477225575051663,15.0,16.0
14,2026-06-17 23:18:37,0.0,-1.0,0.0,14.0,0.0,14.0,-1.0,16.0,0.0,16.0,0.0,16.0,1.0,14.8,1.0954451150103324,14.0,16.0
13,2026-06-17 23:19:37,-7.14,-1.0,-1.0,14.0,0.0,14.0,0.0,14.0,-1.0,16.0,0.0,16.0,0.0,14.2,1.0954451150103324,13.0,16.0
11,2026-06-17 23:22:37,0.0,1.0,0.0,11.0,0.0,11.0,-2.0,13.0,-1.0,14.0,0.0,14.0,0.0,12.0,1.4142135623730945,11.0,14.0
12,2026-06-17 23:23:37,9.09,-1.0,1.0,11.0,0.0,11.0,0.0,11.0,-2.0,13.0,-1.0,14.0,0.0,11.6,0.8944271909999152,11.0,13.0
11,2026-06-17 23:31:37,0.0,1.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,11.0
12,2026-06-17 23:32:37,9.09,1.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.2,0.44721359549995815,11.0,12.0
14,2026-06-17 23:33:37,16.67,-1.0,2.0,12.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.8,1.3038404810405297,11.0,14.0
13,2026-06-17 23:35:37,0.0,-1.0,0.0,13.0,-1.0,14.0,2.0,12.0,1.0,11.0,0.0,11.0,0.0,12.6,1.140175425099138,11.0,14.0
12,2026-06-17 23:38:37,0.0,-1.0,0.0,12.0,0.0,12.0,-1.0,13.0,0.0,13.0,-1.0,14.0,2.0,12.4,0.5477225575051667,12.0,13.0
11,2026-06-17 23:39:37,-8.33,1.0,-1.0,12.0,0.0,12.0,0.0,12.0,-1.0,13.0,0.0,13.0,-1.0,12.0,0.7071067811865481,11.0,13.0
12,2026-06-17 23:40:37,9.09,1.0,1.0,11.0,-1.0,12.0,0.0,12.0,0.0,12.0,-1.0,13.0,0.0,11.8,0.44721359549995876,11.0,12.0
13,2026-06-17 23:41:37,8.33,-1.0,2.0,12.0,1.0,11.0,-1.0,12.0,0.0,12.0,0.0,12.0,-1.0,12.0,0.7071067811865481,11.0,13.0
12,2026-06-17 23:42:37,-7.69,1.0,-1.0,13.0,2.0,12.0,1.0,11.0,-1.0,12.0,0.0,12.0,0.0,12.0,0.7071067811865481,11.0,13.0
13,2026-06-17 23:45:37,0.0,1.0,0.0,13.0,0.0,13.0,1.0,12.0,-1.0,13.0,2.0,12.0,1.0,12.8,0.44721359549995937,12.0,13.0
14,2026-06-17 23:46:37,7.69,1.0,1.0,13.0,0.0,13.0,0.0,13.0,1.0,12.0,-1.0,13.0,2.0,13.0,0.7071067811865485,12.0,14.0
15,2026-06-17 23:48:37,0.0,-1.0,0.0,15.0,2.0,14.0,1.0,13.0,0.0,13.0,0.0,13.0,1.0,14.0,1.0000000000000007,13.0,15.0
14,2026-06-17 23:50:37,0.0,1.0,0.0,14.0,-1.0,15.0,0.0,15.0,2.0,14.0,1.0,13.0,0.0,14.4,0.5477225575051677,14.0,15.0
15,2026-06-17 23:51:37,7.14,-1.0,1.0,14.0,0.0,14.0,-1.0,15.0,0.0,15.0,2.0,14.0,1.0,14.6,0.5477225575051677,14.0,15.0
14,2026-06-17 23:52:37,-6.67,-1.0,-1.0,15.0,1.0,14.0,0.0,14.0,-1.0,15.0,0.0,15.0,2.0,14.4,0.5477225575051677,14.0,15.0
12,2026-06-17 23:55:37,0.0,1.0,0.0,12.0,0.0,12.0,-2.0,14.0,-1.0,15.0,1.0,14.0,0.0,13.0,1.414213562373096,12.0,15.0
14,2026-06-17 23:57:37,0.0,-1.0,0.0,14.0,1.0,12.0,0.0,12.0,0.0,12.0,-2.0,14.0,-1.0,12.8,1.0954451150103333,12.0,14.0
12,2026-06-18 00:00:37,0.0,1.0,0.0,12.0,0.0,12.0,-1.0,14.0,0.0,14.0,1.0,12.0,0.0,12.8,1.0954451150103333,12.0,14.0
13,2026-06-18 00:01:37,8.33,-1.0,1.0,12.0,0.0,12.0,0.0,12.0,-1.0,14.0,0.0,14.0,1.0,12.6,0.8944271909999174,12.0,14.0
12,2026-06-18 00:02:37,-7.69,-1.0,-1.0,13.0,1.0,12.0,0.0,12.0,0.0,12.0,-1.0,14.0,0.0,12.2,0.44721359549996076,12.0,13.0
11,2026-06-18 00:08:37,0.0,1.0,0.0,11.0,-2.0,12.0,-1.0,13.0,1.0,12.0,0.0,12.0,0.0,11.8,0.8366600265340772,11.0,13.0
12,2026-06-18 00:11:37,0.0,-1.0,0.0,12.0,0.0,12.0,1.0,11.0,0.0,11.0,-2.0,12.0,-1.0,11.6,0.5477225575051688,11.0,12.0
11,2026-06-18 00:13:37,0.0,1.0,0.0,11.0,-1.0,12.0,0.0,12.0,0.0,12.0,1.0,11.0,0.0,11.6,0.5477225575051688,11.0,12.0
12,2026-06-18 00:14:37,9.09,1.0,1.0,11.0,0.0,11.0,-1.0,12.0,0.0,12.0,0.0,12.0,1.0,11.6,0.5477225575051688,11.0,12.0
13,2026-06-18 00:15:37,8.33,1.0,2.0,12.0,1.0,11.0,0.0,11.0,-1.0,12.0,0.0,12.0,0.0,11.8,0.8366600265340772,11.0,13.0
15,2026-06-18 00:16:37,15.38,-1.0,3.0,13.0,2.0,12.0,1.0,11.0,0.0,11.0,-1.0,12.0,0.0,12.4,1.6733200530681518,11.0,15.0
14,2026-06-18 00:17:37,-6.67,1.0,-1.0,15.0,3.0,13.0,2.0,12.0,1.0,11.0,0.0,11.0,-1.0,13.0,1.5811388300841904,11.0,15.0
15,2026-06-18 00:18:37,7.14,1.0,1.0,14.0,-1.0,15.0,3.0,13.0,2.0,12.0,1.0,11.0,0.0,13.8,1.3038404810405304,12.0,15.0
16,2026-06-18 00:19:37,6.67,-1.0,2.0,15.0,1.0,14.0,-1.0,15.0,3.0,13.0,2.0,12.0,1.0,14.6,1.1401754250991387,13.0,16.0
15,2026-06-18 00:20:37,-6.25,-1.0,-1.0,16.0,2.0,15.0,1.0,14.0,-1.0,15.0,3.0,13.0,2.0,15.0,0.7071067811865488,14.0,16.0
13,2026-06-18 00:21:37,-13.33,1.0,-2.0,15.0,-1.0,16.0,2.0,15.0,1.0,14.0,-1.0,15.0,3.0,14.6,1.1401754250991387,13.0,16.0
15,2026-06-18 00:23:37,0.0,-1.0,0.0,15.0,1.0,13.0,-2.0,15.0,-1.0,16.0,2.0,15.0,1.0,14.8,1.095445115010333,13.0,16.0
14,2026-06-18 00:24:37,-6.67,-1.0,-1.0,15.0,0.0,15.0,1.0,13.0,-2.0,15.0,-1.0,16.0,2.0,14.4,0.894427190999917,13.0,15.0
13,2026-06-18 00:25:37,-7.14,-1.0,-2.0,14.0,-1.0,15.0,0.0,15.0,1.0,13.0,-2.0,15.0,-1.0,14.0,1.000000000000001,13.0,15.0
12,2026-06-18 00:26:37,-7.69,-1.0,-3.0,13.0,-2.0,14.0,-1.0,15.0,0.0,15.0,1.0,13.0,-2.0,13.8,1.3038404810405309,12.0,15.0
11,2026-06-18 00:27:37,-8.33,-1.0,-4.0,12.0,-3.0,13.0,-2.0,14.0,-1.0,15.0,0.0,15.0,1.0,13.0,1.5811388300841904,11.0,15.0
10,2026-06-18 00:29:37,0.0,1.0,0.0,10.0,-5.0,11.0,-4.0,12.0,-3.0,13.0,-2.0,14.0,-1.0,11.2,1.3038404810405306,10.0,13.0
12,2026-06-18 00:30:37,20.0,-1.0,1.0,10.0,0.0,10.0,-5.0,11.0,-4.0,12.0,-3.0,13.0,-2.0,11.0,1.0000000000000009,10.0,12.0
11,2026-06-18 00:31:37,-8.33,1.0,-1.0,12.0,1.0,10.0,0.0,10.0,-5.0,11.0,-4.0,12.0,-3.0,10.8,0.8366600265340767,10.0,12.0
13,2026-06-18 00:33:37,0.0,-1.0,0.0,13.0,1.0,11.0,-1.0,12.0,1.0,10.0,0.0,10.0,-5.0,11.8,1.3038404810405306,10.0,13.0
12,2026-06-18 00:34:37,-7.69,-1.0,-1.0,13.0,0.0,13.0,1.0,11.0,-1.0,12.0,1.0,10.0,0.0,12.2,0.8366600265340767,11.0,13.0
11,2026-06-18 00:35:37,-8.33,1.0,-2.0,12.0,-1.0,13.0,0.0,13.0,1.0,11.0,-1.0,12.0,1.0,12.0,1.0000000000000009,11.0,13.0
13,2026-06-18 00:38:37,0.0,1.0,0.0,13.0,0.0,13.0,1.0,11.0,-2.0,12.0,-1.0,13.0,0.0,12.4,0.894427190999917,11.0,13.0
14,2026-06-18 00:39:37,7.69,1.0,1.0,13.0,0.0,13.0,0.0,13.0,1.0,11.0,-2.0,12.0,-1.0,12.8,1.0954451150103328,11.0,14.0
15,2026-06-18 00:41:37,0.0,1.0,0.0,15.0,2.0,14.0,1.0,13.0,0.0,13.0,0.0,13.0,1.0,14.0,1.0000000000000007,13.0,15.0
17,2026-06-18 00:42:37,13.33,1.0,1.0,15.0,0.0,15.0,2.0,14.0,1.0,13.0,0.0,13.0,0.0,14.8,1.4832396974191329,13.0,17.0
19,2026-06-18 00:43:37,11.76,1.0,2.0,17.0,1.0,15.0,0.0,15.0,2.0,14.0,1.0,13.0,0.0,16.0,2.0,14.0,19.0
20,2026-06-18 00:44:37,5.26,-1.0,3.0,19.0,2.0,17.0,1.0,15.0,0.0,15.0,2.0,14.0,1.0,17.2,2.280350850198276,15.0,20.0
19,2026-06-18 00:46:37,0.0,-1.0,0.0,19.0,-1.0,20.0,3.0,19.0,2.0,17.0,1.0,15.0,0.0,18.8,1.095445115010333,17.0,20.0
17,2026-06-18 00:47:37,-10.53,-1.0,-1.0,19.0,0.0,19.0,-1.0,20.0,3.0,19.0,2.0,17.0,1.0,18.8,1.095445115010333,17.0,20.0
15,2026-06-18 00:48:37,-11.76,-1.0,-2.0,17.0,-1.0,19.0,0.0,19.0,-1.0,20.0,3.0,19.0,2.0,18.0,2.0000000000000004,15.0,20.0
14,2026-06-18 00:49:37,-6.67,-1.0,-3.0,15.0,-2.0,17.0,-1.0,19.0,0.0,19.0,-1.0,20.0,3.0,16.8,2.2803508501982765,14.0,19.0
12,2026-06-18 00:50:37,-14.29,-1.0,-4.0,14.0,-3.0,15.0,-2.0,17.0,-1.0,19.0,0.0,19.0,-1.0,15.4,2.70185121722126,12.0,19.0
10,2026-06-18 00:51:37,-16.67,1.0,-5.0,12.0,-4.0,14.0,-3.0,15.0,-2.0,17.0,-1.0,19.0,0.0,13.6,2.70185121722126,10.0,17.0
11,2026-06-18 00:54:37,10.0,1.0,1.0,10.0,-5.0,12.0,-4.0,14.0,-3.0,15.0,-2.0,17.0,-1.0,12.4,2.0736441353327733,10.0,15.0
13,2026-06-18 00:55:37,18.18,-1.0,2.0,11.0,1.0,10.0,-5.0,12.0,-4.0,14.0,-3.0,15.0,-2.0,12.0,1.581138830084191,10.0,14.0
12,2026-06-18 00:56:37,-7.69,-1.0,-1.0,13.0,2.0,11.0,1.0,10.0,-5.0,12.0,-4.0,14.0,-3.0,11.6,1.14017542509914,10.0,13.0
10,2026-06-18 00:57:37,-16.67,1.0,-2.0,12.0,-1.0,13.0,2.0,11.0,1.0,10.0,-5.0,12.0,-4.0,11.2,1.3038404810405313,10.0,13.0
11,2026-06-18 00:58:37,10.0,1.0,1.0,10.0,-2.0,12.0,-1.0,13.0,2.0,11.0,1.0,10.0,-5.0,11.4,1.14017542509914,10.0,13.0
13,2026-06-18 00:59:37,18.18,-1.0,2.0,11.0,1.0,10.0,-2.0,12.0,-1.0,13.0,2.0,11.0,1.0,11.8,1.3038404810405313,10.0,13.0
12,2026-06-18 01:02:37,0.0,1.0,0.0,12.0,0.0,12.0,-1.0,13.0,2.0,11.0,1.0,10.0,-2.0,12.0,0.7071067811865508,11.0,13.0
13,2026-06-18 01:03:37,8.33,1.0,1.0,12.0,0.0,12.0,0.0,12.0,-1.0,13.0,2.0,11.0,1.0,12.4,0.5477225575051703,12.0,13.0
15,2026-06-18 01:05:37,0.0,-1.0,0.0,15.0,2.0,13.0,1.0,12.0,0.0,12.0,0.0,12.0,-1.0,13.4,1.5165750888103113,12.0,15.0
13,2026-06-18 01:07:37,0.0,1.0,0.0,13.0,-1.0,15.0,0.0,15.0,2.0,13.0,1.0,12.0,0.0,13.8,1.095445115010334,13.0,15.0
14,2026-06-18 01:08:37,7.69,-1.0,1.0,13.0,0.0,13.0,-1.0,15.0,0.0,15.0,2.0,13.0,1.0,14.0,1.0000000000000018,13.0,15.0
13,2026-06-18 01:10:37,0.0,-1.0,0.0,13.0,-1.0,14.0,1.0,13.0,0.0,13.0,-1.0,15.0,0.0,13.2,0.4472135954999616,13.0,14.0
12,2026-06-18 01:11:37,-7.69,1.0,-1.0,13.0,0.0,13.0,-1.0,14.0,1.0,13.0,0.0,13.0,-1.0,13.0,0.7071067811865499,12.0,14.0
14,2026-06-18 01:12:37,16.67,1.0,1.0,12.0,-1.0,13.0,0.0,13.0,-1.0,14.0,1.0,13.0,0.0,13.2,0.8366600265340777,12.0,14.0
16,2026-06-18 01:14:37,0.0,-1.0,0.0,16.0,2.0,14.0,1.0,12.0,-1.0,13.0,0.0,13.0,-1.0,14.2,1.7888543819998328,12.0,16.0
15,2026-06-18 01:17:37,0.0,-1.0,0.0,15.0,0.0,15.0,-1.0,16.0,0.0,16.0,2.0,14.0,1.0,15.4,0.5477225575051704,15.0,16.0
13,2026-06-18 01:18:37,-13.33,-1.0,-1.0,15.0,0.0,15.0,0.0,15.0,-1.0,16.0,0.0,16.0,2.0,14.8,1.0954451150103346,13.0,16.0
11,2026-06-18 01:19:37,-15.38,1.0,-2.0,13.0,-1.0,15.0,0.0,15.0,0.0,15.0,-1.0,16.0,0.0,13.8,1.7888543819998335,11.0,15.0
12,2026-06-18 01:20:37,9.09,1.0,1.0,11.0,-2.0,13.0,-1.0,15.0,0.0,15.0,0.0,15.0,-1.0,13.2,1.7888543819998335,11.0,15.0
14,2026-06-18 01:21:37,16.67,1.0,2.0,12.0,1.0,11.0,-2.0,13.0,-1.0,15.0,0.0,15.0,0.0,13.0,1.5811388300841913,11.0,15.0
16,2026-06-18 01:22:37,14.29,1.0,3.0,14.0,2.0,12.0,1.0,11.0,-2.0,13.0,-1.0,15.0,0.0,13.2,1.9235384061671361,11.0,16.0
18,2026-06-18 01:24:37,0.0,-1.0,0.0,18.0,4.0,16.0,3.0,14.0,2.0,12.0,1.0,11.0,-2.0,15.6,2.607680962081061,12.0,18.0
16,2026-06-18 01:26:37,0.0,-1.0,0.0,16.0,-1.0,18.0,0.0,18.0,4.0,16.0,3.0,14.0,2.0,16.8,1.0954451150103364,16.0,18.0
15,2026-06-18 01:30:37,0.0,-1.0,0.0,15.0,0.0,15.0,0.0,15.0,-1.0,16.0,0.0,16.0,-1.0,15.2,0.4472135954999694,15.0,16.0
14,2026-06-18 01:31:37,-6.67,1.0,-1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,-1.0,16.0,0.0,14.8,0.44721359549995815,14.0,15.0
16,2026-06-18 01:34:37,0.0,1.0,0.0,16.0,0.0,16.0,1.0,14.0,-1.0,15.0,0.0,15.0,0.0,15.4,0.8944271909999161,14.0,16.0
17,2026-06-18 01:36:37,0.0,-1.0,0.0,17.0,1.0,16.0,0.0,16.0,0.0,16.0,1.0,14.0,-1.0,16.4,0.5477225575051662,16.0,17.0
16,2026-06-18 01:40:37,0.0,1.0,0.0,16.0,0.0,16.0,0.0,16.0,-1.0,17.0,0.0,17.0,1.0,16.2,0.44721359549995765,16.0,17.0
18,2026-06-18 01:42:37,0.0,-1.0,0.0,18.0,1.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,-1.0,16.8,1.0954451150103326,16.0,18.0
16,2026-06-18 01:45:37,0.0,1.0,0.0,16.0,0.0,16.0,-1.0,18.0,0.0,18.0,1.0,16.0,0.0,16.8,1.0954451150103326,16.0,18.0
18,2026-06-18 01:46:37,12.5,1.0,1.0,16.0,0.0,16.0,0.0,16.0,-1.0,18.0,0.0,18.0,1.0,16.8,1.0954451150103326,16.0,18.0
20,2026-06-18 01:48:37,0.0,1.0,0.0,20.0,2.0,18.0,1.0,16.0,0.0,16.0,0.0,16.0,-1.0,18.0,2.0000000000000004,16.0,20.0
22,2026-06-18 01:49:37,10.0,-1.0,1.0,20.0,0.0,20.0,2.0,18.0,1.0,16.0,0.0,16.0,0.0,19.2,2.2803508501982765,16.0,22.0
21,2026-06-18 01:50:37,-4.55,-1.0,-1.0,22.0,1.0,20.0,0.0,20.0,2.0,18.0,1.0,16.0,0.0,20.2,1.4832396974191338,18.0,22.0
20,2026-06-18 01:52:37,0.0,-1.0,0.0,20.0,-2.0,21.0,-1.0,22.0,1.0,20.0,0.0,20.0,2.0,20.6,0.8944271909999184,20.0,22.0
19,2026-06-18 01:53:37,-5.0,-1.0,-1.0,20.0,0.0,20.0,-2.0,21.0,-1.0,22.0,1.0,20.0,0.0,20.4,1.1401754250991396,19.0,22.0
18,2026-06-18 01:54:37,-5.26,-1.0,-2.0,19.0,-1.0,20.0,0.0,20.0,-2.0,21.0,-1.0,22.0,1.0,19.6,1.1401754250991396,18.0,21.0
16,2026-06-18 01:55:37,-11.11,-1.0,-3.0,18.0,-2.0,19.0,-1.0,20.0,0.0,20.0,-2.0,21.0,-1.0,18.6,1.6733200530681527,16.0,20.0
14,2026-06-18 01:56:37,-12.5,1.0,-4.0,16.0,-3.0,18.0,-2.0,19.0,-1.0,20.0,0.0,20.0,-2.0,17.4,2.40831891575846,14.0,20.0
16,2026-06-18 01:58:37,0.0,-1.0,0.0,16.0,1.0,14.0,-4.0,16.0,-3.0,18.0,-2.0,19.0,-1.0,16.0,1.4142135623730967,14.0,18.0
15,2026-06-18 01:59:37,-6.25,-1.0,-1.0,16.0,0.0,16.0,1.0,14.0,-4.0,16.0,-3.0,18.0,-2.0,15.4,0.8944271909999184,14.0,16.0
14,2026-06-18 02:00:37,-6.67,-1.0,-2.0,15.0,-1.0,16.0,0.0,16.0,1.0,14.0,-4.0,16.0,-3.0,15.0,1.0000000000000022,14.0,16.0
13,2026-06-18 02:06:37,0.0,-1.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,-3.0,13.0,0.0,13.0,13.0
12,2026-06-18 02:10:37,0.0,-1.0,0.0,12.0,0.0,12.0,0.0,12.0,-1.0,13.0,0.0,13.0,0.0,12.2,0.44721359549995815,12.0,13.0
11,2026-06-18 02:11:37,-8.33,1.0,-1.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,-1.0,13.0,0.0,11.8,0.44721359549995815,11.0,12.0
12,2026-06-18 02:12:37,9.09,1.0,1.0,11.0,-1.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,-1.0,11.8,0.44721359549995815,11.0,12.0
14,2026-06-18 02:14:37,0.0,-1.0,0.0,14.0,2.0,12.0,1.0,11.0,-1.0,12.0,0.0,12.0,0.0,12.6,1.341640786499874,11.0,14.0
12,2026-06-18 02:15:37,-14.29,1.0,-1.0,14.0,0.0,14.0,2.0,12.0,1.0,11.0,-1.0,12.0,0.0,12.6,1.341640786499874,11.0,14.0
13,2026-06-18 02:16:37,8.33,1.0,1.0,12.0,-1.0,14.0,0.0,14.0,2.0,12.0,1.0,11.0,-1.0,13.0,1.0000000000000004,12.0,14.0
14,2026-06-18 02:19:37,0.0,-1.0,0.0,14.0,0.0,14.0,2.0,13.0,1.0,12.0,-1.0,14.0,0.0,13.4,0.8944271909999163,12.0,14.0
12,2026-06-18 02:20:37,-14.29,-1.0,-1.0,14.0,0.0,14.0,0.0,14.0,2.0,13.0,1.0,12.0,-1.0,13.4,0.8944271909999163,12.0,14.0
11,2026-06-18 02:21:37,-8.33,1.0,-2.0,12.0,-1.0,14.0,0.0,14.0,0.0,14.0,2.0,13.0,1.0,13.0,1.4142135623730954,11.0,14.0
12,2026-06-18 02:22:37,9.09,1.0,1.0,11.0,-2.0,12.0,-1.0,14.0,0.0,14.0,0.0,14.0,2.0,12.6,1.341640786499874,11.0,14.0
13,2026-06-18 02:23:37,8.33,1.0,2.0,12.0,1.0,11.0,-2.0,12.0,-1.0,14.0,0.0,14.0,0.0,12.4,1.140175425099138,11.0,14.0
15,2026-06-18 02:27:37,0.0,-1.0,0.0,15.0,0.0,15.0,0.0,15.0,3.0,13.0,2.0,12.0,1.0,14.6,0.8944271909999169,13.0,15.0
14,2026-06-18 02:31:37,0.0,-1.0,0.0,14.0,0.0,14.0,0.0,14.0,-1.0,15.0,0.0,15.0,0.0,14.2,0.44721359549995815,14.0,15.0
12,2026-06-18 02:33:37,0.0,1.0,0.0,12.0,-1.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,-1.0,13.2,1.095445115010332,12.0,14.0
13,2026-06-18 02:34:37,8.33,-1.0,1.0,12.0,0.0,12.0,-1.0,14.0,0.0,14.0,0.0,14.0,0.0,13.0,0.9999999999999997,12.0,14.0
11,2026-06-18 02:36:37,0.0,1.0,0.0,11.0,-1.0,13.0,1.0,12.0,0.0,12.0,-1.0,14.0,0.0,11.8,0.8366600265340753,11.0,13.0
13,2026-06-18 02:39:37,0.0,1.0,0.0,13.0,0.0,13.0,1.0,11.0,0.0,11.0,-1.0,13.0,1.0,12.2,1.0954451150103321,11.0,13.0
14,2026-06-18 02:41:37,0.0,1.0,0.0,14.0,1.0,13.0,0.0,13.0,0.0,13.0,1.0,11.0,0.0,13.4,0.5477225575051656,13.0,14.0
16,2026-06-18 02:42:37,14.29,1.0,1.0,14.0,0.0,14.0,1.0,13.0,0.0,13.0,0.0,13.0,1.0,14.0,1.224744871391589,13.0,16.0
17,2026-06-18 02:44:37,0.0,-1.0,0.0,17.0,2.0,16.0,1.0,14.0,0.0,14.0,1.0,13.0,0.0,15.6,1.5165750888103098,14.0,17.0
16,2026-06-18 02:45:37,-5.88,-1.0,-1.0,17.0,0.0,17.0,2.0,16.0,1.0,14.0,0.0,14.0,1.0,16.0,1.2247448713915887,14.0,17.0
14,2026-06-18 02:47:37,0.0,-1.0,0.0,14.0,-2.0,16.0,-1.0,17.0,0.0,17.0,2.0,16.0,1.0,15.6,1.5165750888103098,14.0,17.0
12,2026-06-18 02:49:37,0.0,1.0,0.0,12.0,-1.0,14.0,0.0,14.0,-2.0,16.0,-1.0,17.0,0.0,13.6,1.6733200530681505,12.0,16.0
14,2026-06-18 02:51:37,0.0,1.0,0.0,14.0,1.0,12.0,0.0,12.0,-1.0,14.0,0.0,14.0,-2.0,13.2,1.0954451150103313,12.0,14.0
15,2026-06-18 02:52:37,7.14,1.0,1.0,14.0,0.0,14.0,1.0,12.0,0.0,12.0,-1.0,14.0,0.0,13.4,1.341640786499873,12.0,15.0
17,2026-06-18 02:54:37,0.0,-1.0,0.0,17.0,2.0,15.0,1.0,14.0,0.0,14.0,1.0,12.0,0.0,15.4,1.5165750888103091,14.0,17.0
16,2026-06-18 02:56:37,0.0,1.0,0.0,16.0,-1.0,17.0,0.0,17.0,2.0,15.0,1.0,14.0,0.0,16.2,0.8366600265340731,15.0,17.0
17,2026-06-18 02:57:37,6.25,-1.0,1.0,16.0,0.0,16.0,-1.0,17.0,0.0,17.0,2.0,15.0,1.0,16.6,0.5477225575051625,16.0,17.0
15,2026-06-18 02:58:37,-11.76,-1.0,-1.0,17.0,1.0,16.0,0.0,16.0,-1.0,17.0,0.0,17.0,2.0,16.2,0.8366600265340731,15.0,17.0
14,2026-06-18 02:59:37,-6.67,1.0,-2.0,15.0,-1.0,17.0,1.0,16.0,0.0,16.0,-1.0,17.0,0.0,15.6,1.140175425099136,14.0,17.0
16,2026-06-18 03:01:37,0.0,1.0,0.0,16.0,1.0,14.0,-2.0,15.0,-1.0,17.0,1.0,16.0,0.0,15.6,1.140175425099136,14.0,17.0
18,2026-06-18 03:03:37,0.0,-1.0,0.0,18.0,1.0,16.0,0.0,16.0,1.0,14.0,-2.0,15.0,-1.0,16.4,1.6733200530681498,14.0,18.0
17,2026-06-18 03:04:37,-5.56,-1.0,-1.0,18.0,0.0,18.0,1.0,16.0,0.0,16.0,1.0,14.0,-2.0,17.0,0.9999999999999982,16.0,18.0
16,2026-06-18 03:05:37,-5.88,-1.0,-2.0,17.0,-1.0,18.0,0.0,18.0,1.0,16.0,0.0,16.0,1.0,17.0,0.9999999999999982,16.0,18.0
14,2026-06-18 03:08:37,0.0,-1.0,0.0,14.0,0.0,14.0,-3.0,16.0,-2.0,17.0,-1.0,18.0,0.0,15.0,1.4142135623730947,14.0,17.0
13,2026-06-18 03:10:37,0.0,-1.0,0.0,13.0,-1.0,14.0,0.0,14.0,0.0,14.0,-3.0,16.0,-2.0,13.6,0.5477225575051644,13.0,14.0
12,2026-06-18 03:11:37,-7.69,-1.0,-1.0,13.0,0.0,13.0,-1.0,14.0,0.0,14.0,0.0,14.0,-3.0,13.2,0.8366600265340742,12.0,14.0
11,2026-06-18 03:13:37,0.0,1.0,0.0,11.0,-2.0,12.0,-1.0,13.0,0.0,13.0,-1.0,14.0,0.0,12.0,0.9999999999999987,11.0,13.0
13,2026-06-18 03:15:37,0.0,1.0,0.0,13.0,1.0,11.0,0.0,11.0,-2.0,12.0,-1.0,13.0,0.0,12.0,0.9999999999999987,11.0,13.0
14,2026-06-18 03:16:37,7.69,-1.0,1.0,13.0,0.0,13.0,1.0,11.0,0.0,11.0,-2.0,12.0,-1.0,12.4,1.3416407864998727,11.0,14.0
13,2026-06-18 03:17:37,-7.14,1.0,-1.0,14.0,1.0,13.0,0.0,13.0,1.0,11.0,0.0,11.0,-2.0,12.8,1.0954451150103308,11.0,14.0
14,2026-06-18 03:19:37,0.0,1.0,0.0,14.0,1.0,13.0,-1.0,14.0,1.0,13.0,0.0,13.0,1.0,13.6,0.5477225575051629,13.0,14.0
16,2026-06-18 03:21:37,0.0,1.0,0.0,16.0,1.0,14.0,0.0,14.0,1.0,13.0,-1.0,14.0,1.0,14.6,1.3416407864998727,13.0,16.0
17,2026-06-18 03:22:37,6.25,1.0,1.0,16.0,0.0,16.0,1.0,14.0,0.0,14.0,1.0,13.0,-1.0,15.4,1.3416407864998727,14.0,17.0
19,2026-06-18 03:24:37,0.0,-1.0,0.0,19.0,2.0,17.0,1.0,16.0,0.0,16.0,1.0,14.0,0.0,17.4,1.51657508881031,16.0,19.0
17,2026-06-18 03:25:37,-10.53,-1.0,-1.0,19.0,0.0,19.0,2.0,17.0,1.0,16.0,0.0,16.0,1.0,17.6,1.341640786499874,16.0,19.0
15,2026-06-18 03:27:37,0.0,-1.0,0.0,15.0,-2.0,17.0,-1.0,19.0,0.0,19.0,2.0,17.0,1.0,17.0,1.9999999999999998,15.0,19.0
